tspan,sigma1,sigma2,sigma3
0.00064,0.0,0.0,0.0
0.00064999994,0.0,0.0,0.0
0.00065999996,0.0,0.0,0.0
0.00067,0.0,0.0,0.0
0.00067999994,0.0,0.0,0.0
0.00068999996,0.0,0.0,0.0
0.0007,0.0,0.0,0.0
0.00070999993,0.0,0.0,0.0
0.00071999995,0.0,0.0,0.0
0.00072999997,0.0,0.0,0.0
0.00073999993,0.0,0.0,0.0
0.00074999995,0.0,0.0,0.0
0.00075999997,0.0,0.0,0.0
0.0007699999,0.0,0.0,0.0
0.00077999994,0.0,0.0,0.0
0.00078999996,0.0,0.0,0.0
0.0007999999,0.0,0.0,0.0
0.00080999994,0.0,0.0,0.0
0.00081999996,0.0,0.0,0.0
0.0008299999,0.0,0.0,0.0
0.00083999994,0.0,0.0,0.0
0.00084999995,0.0,0.0,0.0
0.0008599999,0.0,0.0,0.0
0.00086999993,0.0,0.0,0.0
0.00087999995,0.0,0.0,0.0
0.00088999997,0.0,0.0,0.0
0.0008999999,0.0,0.0,0.0
0.00090999994,0.0,0.0,0.0
0.00091999996,0.0,0.0,0.0
0.0009299999,0.0,0.0,0.0
0.00093999994,0.0,0.0,0.0
0.00094999996,0.0,0.0,0.0
0.0009599999,0.0,0.0,0.0
0.00096999994,0.0,0.0,0.0
0.0009799999,0.0,0.0,0.0
0.00099,0.0,0.0,0.0
0.0009999999,0.0,0.0,0.0
0.0010099999,0.0,0.0,0.0
0.00102,0.0,0.0,0.0
0.0010299999,0.0,0.0,0.0
0.0010399999,0.0,0.0,0.0
0.00105,0.0,0.0,0.0
0.0010599999,0.0,0.0,0.0
0.0010699999,0.0,0.0,0.0
0.00108,0.0,0.0,0.0
0.0010899999,0.0,0.0,0.0
0.0010999999,0.0,0.0,0.0
0.00111,0.0,0.0,0.0
0.0011199999,0.0,0.0,0.0
0.0011299999,0.0,0.0,0.0
0.00114,0.0,0.0,0.0
0.0011499999,0.0,0.0,0.0
0.0011599999,0.0,0.0,0.0
0.00117,0.0,0.0,0.0
0.0011799999,0.0,0.0,0.0
0.0011899999,0.0,0.0,0.0
0.0011999999,0.0,0.0,0.0
0.0012099999,0.0,0.0,0.0
0.0012199999,0.0,0.0,0.0
0.0012299999,0.0,0.0,0.0
0.0012399999,0.0,0.0,0.0
0.00125,0.0,0.0,0.0
0.0012599999,0.0,0.0,0.0
0.0012699999,0.0,0.0,0.0
0.00128,0.0,0.0,0.0
0.0012899999,0.0,0.0,0.0
0.0012999999,0.0,0.0,0.0
0.00131,0.0,0.0,0.0
0.0013199999,0.0,0.0,0.0
0.0013299999,0.0,0.0,0.0
0.00134,0.0,0.0,0.0
0.0013499999,0.0,0.0,0.0
0.0013599999,0.0,0.0,0.0
0.00137,0.0,0.0,0.0
0.0013799999,0.0,0.0,0.0
0.0013899999,0.0,0.0,0.0
0.0014,0.0,0.0,0.0
0.0014099999,0.0,0.0,0.0
0.0014199999,0.0,0.0,0.0
0.00143,0.0,0.0,0.0
0.0014399999,0.0,0.0,0.0
0.0014499999,0.0,0.0,0.0
0.0014599999,0.0,0.0,0.0
0.0014699999,0.0,0.0,0.0
0.0014799999,0.0,0.0,0.0
0.0014899999,0.0,0.0,0.0
0.0014999999,0.0,0.0,0.0
0.0015099999,0.0,0.0,0.0
0.0015199999,0.0,0.0,0.0
0.0015299999,0.0,0.0,0.0
0.0015399999,0.0,0.0,0.0
0.0015499999,0.0,0.0,0.0
0.0015599999,0.0,0.0,0.0
0.0015699998,0.0,0.0,0.0
0.0015799999,0.0,0.0,0.0
0.0015899999,0.0,0.0,0.0
0.0015999998,0.0,0.0,0.0
0.0016099999,0.0,0.0,0.0
0.0016199999,0.0,0.0,0.0
0.0016299998,0.0,0.0,0.0
0.0016399999,0.0,0.0,0.0
0.0016499999,0.0,0.0,0.0
0.0016599998,0.0,0.0,0.0
0.0016699999,0.0,0.0,0.0
0.0016799999,0.0,0.0,0.0
0.0016899998,0.0,0.0,0.0
0.0016999999,0.0,0.0,0.0
0.0017099999,0.0,0.0,0.0
0.0017199998,0.0,0.0,0.0
0.0017299999,0.0,0.0,0.0
0.0017399999,0.0,0.0,0.0
0.0017499999,0.0,0.0,0.0
0.0017599999,0.0,0.0,0.0
0.0017699999,0.0,0.0,0.0
0.0017799999,0.0,0.0,0.0
0.0017899999,0.0,0.0,0.0
0.0017999999,0.0,0.0,0.0
0.0018099999,0.0,0.0,0.0
0.0018199999,0.0,0.0,0.0
0.0018299998,0.0,0.0,0.0
0.0018399999,0.0,0.0,0.0
0.0018499999,0.0,0.0,0.0
0.0018599998,0.0,0.0,0.0
0.0018699999,0.0,0.0,0.0
0.0018799999,0.0,0.0,0.0
0.0018899998,0.0,0.0,0.0
0.0018999999,0.0,0.0,0.0
0.0019099999,0.0,0.0,0.0
0.0019199998,0.0,0.0,0.0
0.0019299999,0.0,0.0,0.0
0.0019399999,0.0,0.0,0.0
0.0019499998,0.0,0.0,0.0
0.0019599998,0.0,0.0,0.0
0.0019699999,0.0,0.0,0.0
0.00198,0.0,0.0,0.0
0.0019899998,0.0,0.0,0.0
0.0019999999,0.0,0.0,0.0
0.00201,0.0,0.0,0.0
0.0020199998,0.0,0.0,0.0
0.0020299999,0.0,0.0,0.0
0.00204,0.0,0.0,0.0
0.0020499998,0.0,0.0,0.0
0.0020599999,0.0,0.0,0.0
0.00207,0.0,0.0,0.0
0.0020799998,0.0,0.0,0.0
0.0020899998,0.0,0.0,0.0
0.0021,0.0,0.0,0.0
0.0021099998,0.0,0.0,0.0
0.0021199998,0.0,0.0,0.0
0.00213,0.0,0.0,0.0
0.0021399998,0.0,0.0,0.0
0.0021499998,0.0,0.0,0.0
0.00216,0.0,0.0,0.0
0.0021699998,0.0,0.0,0.0
0.0021799998,0.0,0.0,0.0
0.00219,0.0,0.0,0.0
0.0021999998,0.0,0.0,0.0
0.0022099998,0.0,0.0,0.0
0.00222,0.0,0.0,0.0
0.0022299998,0.0,0.0,0.0
0.0022399998,0.0,0.0,0.0
0.00225,0.0,0.0,0.0
0.0022599997,0.0,0.0,0.0
0.0022699998,0.0,0.0,0.0
0.00228,0.0,0.0,0.0
0.0022899997,0.0,0.0,0.0
0.0022999998,0.0,0.0,0.0
0.00231,0.0,0.0,0.0
0.0023199997,0.0,0.0,0.0
0.0023299998,0.0,0.0,0.0
0.00234,0.0,0.0,0.0
0.0023499997,0.0,0.0,0.0
0.0023599998,0.0,0.0,0.0
0.00237,0.0,0.0,0.0
0.0023799997,0.0,0.0,0.0
0.0023899998,0.0,0.0,0.0
0.0023999999,0.0,0.0,0.0
0.0024099997,0.0,0.0,0.0
0.0024199998,0.0,0.0,0.0
0.0024299999,0.0,0.0,0.0
0.0024399997,0.0,0.0,0.0
0.0024499998,0.0,0.0,0.0
0.0024599999,0.0,0.0,0.0
0.0024699997,0.0,0.0,0.0
0.0024799998,0.0,0.0,0.0
0.0024899999,0.0,0.0,0.0
0.0025,0.0,0.0,0.0
0.0025099998,0.0,0.0,0.0
0.0025199999,0.0,0.0,0.0
0.00253,0.0,0.0,0.0
0.0025399998,0.0,0.0,0.0
0.0025499999,0.0,0.0,0.0
0.00256,0.0,0.0,0.0
0.0025699998,0.0,0.0,0.0
0.0025799999,0.0,0.0,0.0
0.00259,0.0,0.0,0.0
0.0025999998,0.0,0.0,0.0
0.0026099999,0.0,0.0,0.0
0.00262,0.0,0.0,0.0
0.0026299998,0.0,0.0,0.0
0.0026399998,0.0,0.0,0.0
0.00265,0.0,0.0,0.0
0.0026599998,0.0,0.0,0.0
0.0026699998,0.0,0.0,0.0
0.00268,0.0,0.0,0.0
0.0026899998,0.0,0.0,0.0
0.0026999998,0.0,0.0,0.0
0.00271,0.0,0.0,0.0
0.0027199998,0.0,0.0,0.0
0.0027299998,0.0,0.0,0.0
0.00274,0.0,0.0,0.0
0.0027499998,0.0,0.0,0.0
0.0027599998,0.0,0.0,0.0
0.00277,0.0,0.0,0.0
0.0027799997,0.0,0.0,0.0
0.0027899998,0.0,0.0,0.0
0.0028,0.0,0.0,0.0
0.0028099997,0.0,0.0,0.0
0.0028199998,0.0,0.0,0.0
0.00283,0.0,0.0,0.0
0.0028399997,0.0,0.0,0.0
0.0028499998,0.0,0.0,0.0
0.00286,0.0,0.0,0.0
0.0028699997,0.0,0.0,0.0
0.0028799998,0.0,0.0,0.0
0.00289,0.0,0.0,0.0
0.0028999997,0.0,0.0,0.0
0.0029099998,0.0,0.0,0.0
0.0029199999,0.0,0.0,0.0
0.0029299997,0.0,0.0,0.0
0.0029399998,0.0,0.0,0.0
0.0029499999,0.0,0.0,0.0
0.0029599997,0.0,0.0,0.0
0.0029699998,0.0,0.0,0.0
0.0029799999,0.0,0.0,0.0
0.0029899997,0.0,0.0,0.0
0.0029999998,0.0,0.0,0.0
0.00301,0.0,0.0,0.0
0.00302,0.0,0.0,0.0
0.00303,0.0,0.0,0.0
0.00304,0.0,0.0,0.0
0.00305,0.0,0.0,0.0
0.00306,0.0,0.0,0.0
0.00307,0.0,0.0,0.0
0.00308,0.0,0.0,0.0
0.00309,0.0,0.0,0.0
0.0031,0.0,0.0,0.0
0.00311,0.0,0.0,0.0
0.00312,0.0,0.0,0.0
0.00313,0.0,0.0,0.0
0.00314,0.0,0.0,0.0
0.00315,0.0,0.0,0.0
0.00316,0.0,0.0,0.0
0.00317,0.0,0.0,0.0
0.00318,0.0,0.0,0.0
0.00319,0.0,0.0,0.0
0.0032,0.0,0.0,0.0
0.00321,0.0,0.0,0.0
0.00322,0.0,0.0,0.0
0.00323,0.0,0.0,0.0
0.00324,0.0,0.0,0.0
0.00325,0.0,0.0,0.0
0.00326,0.0,0.0,0.0
0.00327,0.0,0.0,0.0
0.0032799998,0.0,0.0,0.0
0.00329,0.0,0.0,0.0
0.0033,0.0,0.0,0.0
0.0033099998,0.0,0.0,0.0
0.00332,0.0,0.0,0.0
0.00333,0.0,0.0,0.0
0.0033399998,0.0,0.0,0.0
0.00335,0.0,0.0,0.0
0.00336,0.0,0.0,0.0
0.0033699998,0.0,0.0,0.0
0.00338,0.0,0.0,0.0
0.00339,0.0,0.0,0.0
0.0033999998,0.0,0.0,0.0
0.00341,0.0,0.0,0.0
0.00342,0.0,0.0,0.0
0.0034299998,0.0,0.0,0.0
0.00344,0.0,0.0,0.0
0.00345,0.0,0.0,1.0e-45
0.0034599998,0.0,0.0,1.0e-45
0.0034699999,0.0,0.0,3.0e-45
0.00348,0.0,0.0,7.0e-45
0.0034899998,0.0,0.0,1.3e-44
0.0034999999,0.0,0.0,2.5e-44
0.00351,0.0,0.0,4.6e-44
0.0035199998,0.0,0.0,9.0e-44
0.0035299999,0.0,0.0,1.7e-43
0.00354,0.0,0.0,3.22e-43
0.0035499998,0.0,0.0,6.07e-43
0.0035599999,0.0,0.0,1.142e-42
0.00357,0.0,0.0,2.141e-42
0.0035799998,0.0,0.0,4.006e-42
0.0035899999,0.0,0.0,7.472e-42
0.0036,0.0,0.0,1.39e-41
0.0036099998,0.0,0.0,2.5787e-41
0.0036199999,0.0,0.0,4.7718e-41
0.00363,0.0,0.0,8.8093e-41
0.0036399998,0.0,0.0,1.6223e-40
0.0036499999,0.0,0.0,2.98e-40
0.00366,1.0e-45,0.0,5.45974e-40
0.0036699998,1.0e-45,0.0,9.97702e-40
0.0036799998,4.0e-45,0.0,1.818478e-39
0.00369,7.0e-45,1.0e-45,3.305977e-39
0.0036999998,1.5e-44,3.0e-45,5.994923e-39
0.0037099998,3.1e-44,4.0e-45,1.1010507e-38
0.00372,5.9e-44,8.0e-45,2.0356622e-38
0.0037299998,1.12e-43,1.5e-44,3.7530427e-38
0.0037399998,2.13e-43,3.0e-44,6.8800857e-38
0.00375,4.01e-43,5.5e-44,1.2533179e-37
0.0037599998,7.52e-43,7.8e-44,2.269358e-37
0.0037699998,1.413e-42,1.25e-43,4.086604e-37
0.0037799997,2.637e-42,2.16e-43,7.3618908e-37
0.0037899998,4.903e-42,3.9e-43,1.449649e-36
0.0037999998,9.07e-42,7.13e-43,2.9485072e-36
0.0038099997,1.6713e-41,1.307e-42,5.89414e-36
0.0038199998,3.0673e-41,2.399e-42,1.1458282e-35
0.0038299998,5.6094e-41,4.392e-42,2.1703127e-35
0.0038399997,1.02251e-40,8.032e-42,4.0236038e-35
0.0038499997,1.85818e-40,1.4667e-41,7.333225e-35
0.0038599998,3.47584e-40,2.6734e-41,1.3255115e-34
0.0038699997,6.60488e-40,4.8615e-41,2.4853195e-34
0.0038799997,1.24952e-39,8.8188e-41,4.6726865e-34
0.0038899998,2.340453e-39,1.59567e-40,8.674936e-34
0.0038999997,4.337156e-39,2.87986e-40,1.5847945e-33
0.00391,7.959074e-39,5.1845e-40,2.8514925e-33
0.0039199996,1.4482899e-38,9.31035e-40,5.063826e-33
0.0039299997,2.6166202e-38,9.57626e-40,8.894754e-33
0.0039399997,4.6988046e-38,1.056515e-39,1.5482817e-32
0.00395,8.3940407e-38,1.50425e-39,2.6747486e-32
0.00396,1.4927471e-37,2.512266e-39,4.5914466e-32
0.00397,2.6440025e-37,4.400528e-39,7.8388564e-32
0.0039799996,4.6663252e-37,7.719097e-39,1.3320058e-31
0.0039899996,8.208475e-37,1.346329e-38,2.254003e-31
0.0039999997,1.43956185e-36,2.3438051e-38,3.800044e-31
0.00401,2.5174425e-36,4.0871698e-38,6.3849515e-31
0.00402,4.390491e-36,7.146022e-38,1.0694912e-30
0.00403,7.6372824e-36,1.2516003e-37,1.7862312e-30
0.0040399996,1.3251763e-35,2.1928016e-37,2.8542906e-30
0.0040499996,2.2937479e-35,3.838183e-37,3.9541286e-30
0.0040599997,3.960747e-35,7.699554e-37,5.618184e-30
0.00407,6.869532e-35,1.7490872e-36,6.6130325e-30
0.00408,1.3330418e-34,3.8410587e-36,8.918581e-30
0.00409,2.6958252e-34,7.962915e-36,1.2708307e-29
0.0040999996,5.346982e-34,1.5718716e-35,1.9730633e-29
0.0041099996,1.0270752e-33,2.9892816e-35,3.164562e-29
0.0041199997,1.9150684e-33,5.528474e-35,5.119553e-29
0.00413,3.4848768e-33,1.0011661e-34,8.281937e-29
0.00414,6.220197e-33,1.7839879e-34,1.3382501e-28
0.00415,1.09342045e-32,3.138964e-34,2.1622298e-28
0.0041599995,1.8987653e-32,5.467655e-34,3.4958267e-28
0.0041699996,3.2648436e-32,9.907026e-34,5.164453e-28
0.0041799997,5.56831e-32,1.8312172e-33,7.8799794e-28
0.00419,9.432778e-32,3.3565635e-33,1.2369736e-27
0.0042,1.588786e-31,6.0591727e-33,1.9435684e-27
0.00421,2.6629014e-31,1.07677075e-32,3.0937802e-27
0.0042199995,4.4441374e-31,1.8870296e-32,4.945523e-27
0.0042299996,7.388915e-31,3.26823e-32,7.6836724e-27
0.0042399997,1.2243489e-30,5.605042e-32,1.0850469e-26
0.0042499998,2.040085e-30,9.5342413e-32,1.6285132e-26
0.00426,3.5967915e-30,1.6106475e-31,2.5189908e-26
0.00427,6.378964e-30,2.7050079e-31,3.957588e-26
0.00428,1.1216629e-29,4.5200367e-31,5.317794e-26
0.0042899996,1.9468129e-29,7.519659e-31,7.509735e-26
0.0042999997,3.33465e-29,1.2461098e-30,1.0562414e-25
0.0043099998,5.644207e-29,2.0577377e-30,1.1856226e-25
0.00432,9.4556167e-29,3.3871672e-30,1.5334476e-25
0.00433,1.5702764e-28,5.5591005e-30,2.2235635e-25
0.00434,2.5883764e-28,9.098687e-30,3.414234e-25
0.0043499996,4.2394326e-28,1.4853417e-29,5.326856e-25
0.0043599997,6.9054396e-28,2.418797e-29,8.297611e-25
0.0043699997,1.1193856e-27,3.9499288e-29,1.2859574e-24
0.00438,1.8068233e-27,6.6670254e-29,1.986495e-24
0.00439,2.9053293e-27,1.1297683e-28,2.9931286e-24
0.0044,4.655613e-27,1.9059438e-28,4.1633124e-24
0.0044099996,7.436828e-27,3.1908562e-28,6.102934e-24
0.0044199997,1.1844874e-26,5.2977075e-28,9.225833e-24
0.0044299997,1.8814259e-26,8.726222e-28,1.413243e-23
0.00444,2.9807334e-26,1.4271024e-27,2.1697868e-23
0.00445,4.7107553e-26,2.3191627e-27,3.3176653e-23
0.00446,7.427288e-26,3.7478354e-27,4.9435098e-23
0.0044699996,1.1683559e-25,6.350145e-27,6.740219e-23
0.0044799997,1.8337933e-25,1.13211986e-26,9.722412e-23
0.0044899997,2.8719467e-25,2.0198008e-26,1.4491464e-22
0.0045,4.488166e-25,3.54335e-26,2.1898827e-22
0.00451,6.999071e-25,6.090793e-26,3.186053e-22
0.00452,1.0891832e-24,1.02730595e-25,4.0018023e-22
0.00453,1.6914472e-24,1.7047118e-25,5.470685e-22
0.0045399996,2.6213162e-24,2.7904318e-25,6.313337e-22
0.0045499997,4.054049e-24,4.539716e-25,7.8433373e-22
0.00456,6.257079e-24,7.611815e-25,1.0835667e-21
0.00457,9.6376486e-24,1.277103e-24,1.5880445e-21
0.00458,1.4814614e-23,2.1230298e-24,2.37403e-21
0.00459,2.2726478e-23,3.4862627e-24,3.494805e-21
0.0045999996,3.5533845e-23,5.654922e-24,5.144793e-21
0.0046099997,5.595168e-23,9.0705175e-24,7.433177e-21
0.00462,8.795864e-23,1.4407019e-23,1.00496305e-20
0.00463,1.3768846e-22,2.2689471e-23,1.418368e-20
0.00464,2.143996e-22,3.5664537e-23,2.0560784e-20
0.00465,3.320263e-22,5.5834325e-23,3.0193792e-20
0.0046599996,5.114776e-22,8.693655e-23,4.4537608e-20
0.0046699997,7.8403484e-22,1.3462792e-22,6.572592e-20
0.00468,1.196362e-21,2.0740425e-22,9.691643e-20
0.00469,1.8178788e-21,3.1799314e-22,1.3937073e-19
0.0047,2.7515903e-21,4.8541446e-22,1.8457513e-19
0.00471,4.1499615e-21,7.38023e-22,2.57134e-19
0.0047199996,6.2381414e-21,1.122238e-21,3.666003e-19
0.0047299997,9.347866e-21,1.7408757e-21,5.175546e-19
0.00474,1.396686e-20,2.701014e-21,7.432074e-19
0.00475,2.0810654e-20,4.1754292e-21,9.376657e-19
0.00476,3.0926774e-20,6.420423e-21,1.2321093e-18
0.00477,4.5845594e-20,9.815187e-21,1.7051287e-18
0.00478,6.7798295e-20,1.4919138e-20,1.9575107e-18
0.0047899997,1.0003104e-19,2.2555073e-20,2.385027e-18
0.0047999998,1.4725714e-19,3.392951e-20,3.1932164e-18
0.00481,2.1630595e-19,5.0806445e-20,4.5105853e-18
0.00482,3.170529e-19,7.5757756e-20,6.484804e-18
0.00483,4.637492e-19,1.1252334e-19,9.153548e-18
0.00484,6.769181e-19,1.665285e-19,1.2107357e-17
0.0048499997,9.860564e-19,2.4562505e-19,1.6496817e-17
0.0048599998,1.4334713e-18,3.6115153e-19,2.2906939e-17
0.00487,2.079721e-18,5.3148236e-19,3.2142895e-17
0.00488,3.0113123e-18,8.1121127e-19,4.533909e-17
0.00489,4.3515697e-18,1.2574811e-18,6.411304e-17
0.0049,6.2759488e-18,1.9506995e-18,9.0773894e-17
0.0049099997,9.033569e-18,3.0070966e-18,1.2860051e-16
0.0049199997,1.29853484e-17,4.5943096e-18,1.6186993e-16
0.00493,1.8697677e-17,6.9532984e-18,2.1074184e-16
0.00494,2.6886586e-17,1.04289145e-17,2.8678077e-16
0.00495,3.8590748e-17,1.6027435e-17,3.959489e-16
0.00496,5.527232e-17,2.4809665e-17,5.5163333e-16
0.0049699997,7.898533e-17,3.815801e-17,7.7010446e-16
0.0049799997,1.1260907e-16,5.8107095e-17,1.0434112e-15
0.00499,1.6017085e-16,8.753763e-17,1.275371e-15
0.005,2.2729123e-16,1.3051482e-16,1.6549857e-15
0.00501,3.2179684e-16,1.9275462e-16,2.1475438e-15
0.00502,4.703436e-16,2.8226245e-16,2.4503344e-15
0.00503,7.011773e-16,4.1020747e-16,3.070492e-15
0.00504,1.0508123e-15,5.921162e-16,4.111235e-15
0.00505,1.6022961e-15,8.495018e-16,5.583965e-15
0.00506,2.4408834e-15,1.1738236e-15,7.228044e-15
0.00507,3.6875694e-15,1.4259762e-15,9.600506e-15
0.00508,5.5102005e-15,1.824476e-15,1.2889611e-14
0.00509,8.159845e-15,2.4284348e-15,1.735691e-14
0.0051,1.2136906e-14,3.3047452e-15,2.3388575e-14
0.00511,1.7923495e-14,4.5363307e-15,3.1554525e-14
0.00512,2.6396925e-14,6.235939e-15,4.2673445e-14
0.00513,3.8568903e-14,8.564598e-15,5.788546e-14
0.00514,5.5825766e-14,9.516845e-15,7.637947e-14
0.00515,8.0076963e-14,1.1265514e-14,1.0188725e-13
0.00516,1.1411641e-13,1.4698785e-14,1.3751412e-13
0.00517,1.6312703e-13,2.0145711e-14,1.8658885e-13
0.00518,2.3184002e-13,2.7863637e-14,2.4834442e-13
0.00519,3.3332495e-13,3.8168392e-14,3.0780174e-13
0.0052,4.816e-13,5.1612015e-14,3.971306e-13
0.00521,7.035636e-13,6.916971e-14,5.2502187e-13
0.00522,1.0293608e-12,9.240517e-14,7.011305e-13
0.00523,1.4963017e-12,1.2360437e-13,9.375489e-13
0.00524,2.1591227e-12,1.6589555e-13,1.2509067e-12
0.00525,3.0930633e-12,2.2339537e-13,1.6648509e-12
0.00526,4.4640945e-12,3.014343e-13,2.212665e-12
0.00527,6.393186e-12,4.0691297e-13,2.6552094e-12
0.00528,9.071087e-12,5.4883127e-13,3.2808762e-12
0.00529,1.274822e-11,6.738083e-13,4.219327e-12
0.0053,1.775224e-11,8.4756806e-13,5.540615e-12
0.00531,2.4510213e-11,1.1016385e-12,7.320201e-12
0.00532,3.383912e-11,1.4554134e-12,7.9594985e-12
0.00533,4.650306e-11,1.931425e-12,9.087574e-12
0.00534,6.349774e-11,2.5597634e-12,1.1283001e-11
0.00535,8.614759e-11,3.3834298e-12,1.4671174e-11
0.00536,1.1809158e-10,4.4638572e-12,1.9192897e-11
0.00537,1.6211013e-10,5.837682e-12,2.4486215e-11
0.00538,2.2397052e-10,7.426085e-12,3.1164273e-11
0.00539,3.0912628e-10,9.6193175e-12,3.9530806e-11
0.0054,4.264561e-10,1.2594405e-11,5.0121237e-11
0.00541,5.847898e-10,1.6555137e-11,6.3751567e-11
0.00542,8.017379e-10,2.1750369e-11,8.153993e-11
0.00543,1.0934986e-9,2.8500721e-11,1.04912745e-10
0.00544,1.4803448e-9,3.7231104e-11,1.3561562e-10
0.00545,1.9887016e-9,4.8506223e-11,1.7574991e-10
0.00546,2.6516467e-9,5.659169e-11,2.1156363e-10
0.00547,3.5150558e-9,6.790078e-11,2.6000632e-10
0.00548,4.6614814e-9,8.487915e-11,3.2801756e-10
0.00549,6.149378e-9,1.0840475e-10,4.187725e-10
0.0055,8.089791e-9,1.3926495e-10,5.3552346e-10
0.00551,1.0579293e-8,1.7849448e-10,6.825483e-10
0.00552,1.375377e-8,2.2777023e-10,8.662163e-10
0.00553,1.7926247e-8,2.8976946e-10,1.0959453e-9
0.00554,2.335767e-8,3.5533704e-10,1.3848894e-9
0.00555,3.0646383e-8,3.851045e-10,1.7503268e-9
0.00556,4.0032504e-8,4.5878618e-10,2.1498796e-9
0.00557,5.20087e-8,5.8238175e-10,2.370057e-9
0.00558,6.7232605e-8,7.549937e-10,2.7768872e-9
0.00559,8.682929e-8,9.718811e-10,3.3971317e-9
0.0056,1.1174569e-7,1.2292821e-9,4.237324e-9
0.00561,1.4302039e-7,1.5293767e-9,5.2950586e-9
0.00562,1.8195576e-7,1.8838286e-9,5.849362e-9
0.00563,2.3041098e-7,2.3149873e-9,6.6750325e-9
0.00564,2.9187532e-7,2.5913511e-9,8.015697e-9
0.00565,3.6771067e-7,2.9899867e-9,9.904365e-9
0.00566,4.6071943e-7,3.608094e-9,1.2328817e-8
0.00567,5.7416236e-7,4.468293e-9,1.526466e-8
0.00568,7.118149e-7,5.579876e-9,1.8718342e-8
0.00569,8.7802295e-7,6.9534787e-9,2.2766049e-8
0.0057,1.0849861e-6,8.6177145e-9,2.7576379e-8
0.00571,1.3375246e-6,1.0632596e-8,3.341112e-8
0.00572,1.6485183e-6,1.3096118e-8,4.0606846e-8
0.00573,2.025521e-6,1.614314e-8,4.8804903e-8
0.00574,2.47713e-6,1.9938556e-8,5.5730517e-8
0.00575,3.0215072e-6,2.4668623e-8,6.576161e-8
0.00576,3.6682984e-6,3.053484e-8,7.921202e-8
0.00577,4.4307176e-6,3.7753438e-8,9.616516e-8
0.00578,5.332818e-6,4.6561823e-8,1.1665197e-7
0.00579,6.3903817e-6,5.7230825e-8,1.3675422e-7
0.0058,7.630468e-6,7.0080674e-8,1.6101247e-7
0.00581,9.066137e-6,8.549788e-8,1.912484e-7
0.00582,1.0719829e-5,1.03951145e-7,2.2844111e-7
0.00583,1.2615183e-5,1.2600574e-7,2.7361818e-7
0.00584,1.4794343e-5,1.4940771e-7,3.2791996e-7
0.00585,1.7276592e-5,1.6466402e-7,3.8661668e-7
0.00586,2.0096324e-5,1.885629e-7,4.3051347e-7
0.00587,2.330733e-5,2.2167399e-7,4.948109e-7
0.00588,2.6913753e-5,2.636197e-7,5.806963e-7
0.00589,3.094379e-5,3.1367827e-7,6.8732504e-7
0.0059,3.540515e-5,3.715177e-7,8.130267e-7
0.00591,4.0317293e-5,4.3781043e-7,9.568005e-7
0.00592,4.5692424e-5,5.145355e-7,1.0325524e-6
0.00593,5.1546867e-5,6.048935e-7,1.1466601e-6
